year,country,historical_name,transition_group,team_score,total_medals,avg_score,best_rank,transition_status
1973,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1973,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1973,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1973,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1973,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1973,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1973,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1973,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1973,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1973,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1973,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1973,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1973,Panama,Panama,No Change,10,0,10,434,Stable
1973,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1973,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1973,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1973,Philippines,Philippines,No Change,102,4,17,100,Stable
1973,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1973,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1973,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1973,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1973,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1973,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1973,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1973,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1973,Serbia,Serbia,No Change,132,5,22,59,Stable
1973,Singapore,Singapore,No Change,162,6,27,14,Stable
1973,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1973,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1973,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1973,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1973,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1973,Sweden,Sweden,No Change,102,4,17,147,Stable
1973,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1973,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1973,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1973,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1973,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1973,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1973,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1973,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1973,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1973,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1973,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1973,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1973,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1973,United States of America,United States of America,No Change,192,6,32,3,Stable
1973,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1973,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1973,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1973,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1974,Albania,Albania,No Change,51,1,8.5,252,Stable
1974,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1974,Argentina,Argentina,No Change,90,4,15,82,Stable
1974,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1974,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1974,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1974,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1974,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1974,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1974,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1974,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1974,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1974,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1974,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1974,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1974,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1974,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1974,Chile,Chile,No Change,17,0,8.5,366,Stable
1974,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1974,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1974,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1974,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1974,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1974,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1974,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1974,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1974,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1974,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1974,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1974,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1974,France,France,No Change,133,5,22.166666666666668,29,Stable
1974,Georgia,Georgia,No Change,108,4,18,29,Stable
1974,Germany,Germany,No Change,120,6,20,100,Stable
1974,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1974,Greece,Greece,No Change,126,6,21,29,Stable
1974,Honduras,Honduras,No Change,1,0,1,565,Stable
1974,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1974,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1974,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1974,India,India,No Change,167,5,27.833333333333332,5,Stable
1974,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1974,Iraq,Iraq,No Change,50,2,10,238,Stable
1974,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1974,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1974,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1974,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1974,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1974,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1974,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1974,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1974,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1974,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1974,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1974,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1974,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1974,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1974,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1974,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1974,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1974,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1974,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1974,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1974,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1974,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1974,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1974,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1974,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1974,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1974,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1974,Panama,Panama,No Change,10,0,10,434,Stable
1974,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1974,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1974,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1974,Philippines,Philippines,No Change,102,4,17,100,Stable
1974,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1974,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1974,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1974,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1974,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1974,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1974,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1974,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1974,Serbia,Serbia,No Change,132,5,22,59,Stable
1974,Singapore,Singapore,No Change,162,6,27,14,Stable
1974,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1974,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1974,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1974,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1974,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1974,Sweden,Sweden,No Change,102,4,17,147,Stable
1974,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1974,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1974,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1974,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1974,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1974,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1974,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1974,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1974,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1974,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1974,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1974,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1974,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1974,United States of America,United States of America,No Change,192,6,32,3,Stable
1974,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1974,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1974,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1974,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1975,Albania,Albania,No Change,51,1,8.5,252,Stable
1975,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1975,Argentina,Argentina,No Change,90,4,15,82,Stable
1975,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1975,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1975,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1975,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1975,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1975,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1975,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1975,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1975,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1975,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1975,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1975,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1975,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1975,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1975,Chile,Chile,No Change,17,0,8.5,366,Stable
1975,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1975,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1975,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1975,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1975,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1975,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1975,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1975,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1975,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1975,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1975,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1975,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1975,France,France,No Change,133,5,22.166666666666668,29,Stable
1975,Georgia,Georgia,No Change,108,4,18,29,Stable
1975,Germany,Germany,No Change,120,6,20,100,Stable
1975,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1975,Greece,Greece,No Change,126,6,21,29,Stable
1975,Honduras,Honduras,No Change,1,0,1,565,Stable
1975,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1975,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1975,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1975,India,India,No Change,167,5,27.833333333333332,5,Stable
1975,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1975,Iraq,Iraq,No Change,50,2,10,238,Stable
1975,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1975,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1975,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1975,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1975,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1975,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1975,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1975,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1975,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1975,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1975,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1975,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1975,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1975,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1975,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1975,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1975,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1975,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1975,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1975,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1975,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1975,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1975,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1975,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1975,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1975,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1975,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1975,Panama,Panama,No Change,10,0,10,434,Stable
1975,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1975,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1975,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1975,Philippines,Philippines,No Change,102,4,17,100,Stable
1975,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1975,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1975,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1975,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1975,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1975,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1975,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1975,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1975,Serbia,Serbia,No Change,132,5,22,59,Stable
1975,Singapore,Singapore,No Change,162,6,27,14,Stable
1975,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1975,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1975,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1975,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1975,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1975,Sweden,Sweden,No Change,102,4,17,147,Stable
1975,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1975,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1975,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1975,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1975,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1975,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1975,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1975,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1975,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1975,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1975,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1975,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1975,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1975,United States of America,United States of America,No Change,192,6,32,3,Stable
1975,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1975,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1975,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1975,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1976,Albania,Albania,No Change,51,1,8.5,252,Stable
1976,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1976,Argentina,Argentina,No Change,90,4,15,82,Stable
1976,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1976,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1976,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1976,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1976,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1976,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1976,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1976,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1976,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1976,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1976,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1976,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1976,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1976,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1976,Chile,Chile,No Change,17,0,8.5,366,Stable
1976,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1976,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1976,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1976,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1976,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1976,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1976,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1976,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1976,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1976,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1976,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1976,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1976,France,France,No Change,133,5,22.166666666666668,29,Stable
1976,Georgia,Georgia,No Change,108,4,18,29,Stable
1976,Germany,Germany,No Change,120,6,20,100,Stable
1976,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1976,Greece,Greece,No Change,126,6,21,29,Stable
1976,Honduras,Honduras,No Change,1,0,1,565,Stable
1976,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1976,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1976,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1976,India,India,No Change,167,5,27.833333333333332,5,Stable
1976,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1976,Iraq,Iraq,No Change,50,2,10,238,Stable
1976,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1976,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1976,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1976,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1976,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1976,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1976,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1976,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1976,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1976,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1976,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1976,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1976,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1976,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1976,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1976,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1976,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1976,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1976,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1976,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1976,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1976,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1976,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1976,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1976,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1976,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1976,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1976,Panama,Panama,No Change,10,0,10,434,Stable
1976,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1976,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1976,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1976,Philippines,Philippines,No Change,102,4,17,100,Stable
1976,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1976,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1976,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1976,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1976,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1976,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1976,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1976,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1976,Serbia,Serbia,No Change,132,5,22,59,Stable
1976,Singapore,Singapore,No Change,162,6,27,14,Stable
1976,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1976,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1976,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1976,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1976,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1976,Sweden,Sweden,No Change,102,4,17,147,Stable
1976,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1976,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1976,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1976,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1976,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1976,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1976,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1976,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1976,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1976,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1976,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1976,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1976,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1976,United States of America,United States of America,No Change,192,6,32,3,Stable
1976,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1976,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1976,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1976,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1977,Albania,Albania,No Change,51,1,8.5,252,Stable
1977,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1977,Argentina,Argentina,No Change,90,4,15,82,Stable
1977,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1977,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1977,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1977,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1977,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1977,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1977,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1977,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1977,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1977,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1977,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1977,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1977,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1977,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1977,Chile,Chile,No Change,17,0,8.5,366,Stable
1977,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1977,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1977,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1977,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1977,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1977,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1977,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1977,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1977,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
